1	189837
1	407306
1	436948
1	1098577
1	1168587
1	1189099
1	1697343
1	1963165
1	2068751
1	2093823
1	2213226
1	2258797
1	2329385
1	2362702
1	2761585
1	3656201
1	4409734
1	4637236
1	4899762
1	6605685
1	6802927
1	7069059
1	7266153
1	8317379
1	9046932
1	9168657
1	9656050
1	9712243
1	9816536
1	10938226
1	11363968
1	11748025
1	11901928
1	12167955
1	12301361
1	13532317
1	13855464
1	14031354
1	14044086
1	15290388
1	16357438
1	16723402
1	17980212
1	19922882
1	20238802
1	22140879
1	22663218
1	22794488
1	22854810
1	22961476
1	22963642
1	23085617
1	23319290
1	23332116
1	23471674
1	23755225
1	23969064
1	24350908
1	24413302
1	24788179
1	24855539
1	25248503
1	25289697
1	25368218
1	25379903
1	25468576
1	28607267
1	28615850
1	28637749
1	28825674
1	28898840
1	28901350
1	28945062
1	29437248
1	30021426
1	30046325
1	30409687
1	32933166
1	33013760
1	33081946
1	34431246
1	34847997
1	36804433
1	36970645
1	39548506
1	39857370
1	40285134
1	40344111
1	40511458
1	40613877
1	40816071
1	40831273
1	41152502
1	41173831
1	41202737
1	41317910
1	41770471
1	41776591
1	41827653
1	42045323
1	42068868
1	42070820
1	42085896
1	42111219
1	42207917
1	42458999
2	561788
2	726497
2	895972
2	1008392
2	1021722
2	1217521
2	2240863
2	2368651
2	2394659
2	2552942
2	2752680
2	2787921
2	3174070
2	3351215
2	4036502
2	4213876
2	4596465
2	4700633
2	5037544
2	5497081
2	6036416
2	6744685
2	7529776
2	7553132
2	8114218
2	8537948
2	8711879
2	8715473
2	8725822
2	8815686
2	9556671
2	9780435
2	9962905
2	10205445
2	10504096
2	10784018
2	11161569
2	11705819
2	11871367
2	13172891
2	14052266
2	16157005
2	16547267
2	16780867
2	17106127
2	17255621
2	17517982
2	18302967
2	18614729
2	18622693
2	18642782
2	18763049
2	19174490
2	19218557
2	19638731
2	19774359
2	20247475
2	20985885
2	21715707
2	22345657
2	22468203
2	23264148
2	23526724
2	23663883
2	23741744
2	24020710
2	24131831
2	24195826
2	24220646
2	24244850
2	24283692
2	24478033
2	24480709
2	24552724
2	24595474
2	24640292
2	24687857
2	24699387
2	24733966
2	24820258
2	25048118
2	25200884
2	25254099
2	25496741
2	25833930
2	26295288
2	26446940
2	26903629
2	27460274
2	28289089
2	29010105
2	29247272
2	29291665
2	29758977
2	31073725
2	31289965
2	31695212
